,Symbol,Name,Industry,IndustryCode
2199,GVCI,Green Visor Financial Technology Acquisition I Corp Class A,기타 금융업,556010
2200,ATAK,Aurora Technology Acquisition Corp Class A,기타 금융업,556010
2201,VERI,Veritone Inc,소프트웨어 및 IT서비스,572010
2202,GFGDU,The Growth for Good Acquisition Units,기타 금융업,556010
2203,VPCBU,VPC Impact Acquisition Holdings II Units,기타 금융업,556010
2204,HIVE,HIVE Blockchain Technologies Ltd,핀테크,573010
2205,GEEX,Games & Esports Experience Acquisition Corp Class A,기타 금융업,556010
2206,GTAC,Global Technology Acquisition Corp I Class A,기타 금융업,556010
2207,CRZN,Corazon Capital V838 Monoceros Corp Class A,기타 금융업,556010
2208,APAC,Stonebridge Acquisition Corp Class A,기타 금융업,556010
2209,MLAI,McLaren Technology Acquisition Corp Class A,기타 금융업,556010
2210,PRTS,Carparts.Com Inc,전문품 상점,534030
2211,CRSAU,Crescent Acquisition Corp Unit,기타 금융업,556010
2212,VHNA,Vahanna Tech Edge Acquisition I Corp Class A,기타 금융업,556010
2213,VMD,Viemed Healthcare Inc,헬스케어 업체 및 서비스,561020
2214,SELB,Selecta Biosciences Inc,생명과학 및 메디컬 리서치,562020
2215,NPABU,New Providence Acquisition II Units,기타 금융업,556010
2216,DRAYU,Macondray Capital Acquisition I Units,기타 금융업,556010
2217,OBT,Orange County Bancorp Inc,은행,551010
2218,PRLH,Pearl Holdings Acquisition Corp Class A,기타 금융업,556010
2219,BCML,BayCom Corp,은행,551010
2220,ARTE,Artemis Strategic Investment Corp Class A,기타 금융업,556010
2221,SVOKU,Seven Oaks Acquisition Units,기타 금융업,556010
2222,FHLT,Future Health Esg Corp,기타 금융업,556010
2223,FHLTU,Future Health ESG Units,기타 금융업,556010
2224,DALS,DA32 Life Science Tech Acquisition Corp Class A,기타 금융업,556010
2225,RCLFU,Rosecliff Acquisition I Units,기타 금융업,556010
2226,TCRT,Alaunos Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2227,ACIU,AC Immune SA,생명과학 및 메디컬 리서치,562020
2228,TMC,TMC the metals company Inc,메탈&마이닝,512010
2229,LX,Lexinfintech Holdings Ltd ADR,은행,551010
2230,MTACU,MedTech Acquisition Units,기타 금융업,556010
2231,MONCU,Monument Circle Acquisition Units,기타 금융업,556010
2232,CIFR,Cipher Mining Inc,핀테크,573010
2233,SSBK,Southern States Bancshares Inc,은행,551010
2234,AMTX,Aemetis Inc,재생에너지,502010
2235,OMGA,Omega Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2236,FGBI,First Guaranty Bancshares Inc,은행,551010
2237,AVAH,Aveanna Healthcare Holdings Inc,헬스케어 업체 및 서비스,561020
2238,SIVBP,SVB Finl Group DS Repstg 1 40th Perp Pfd Ser A,은행,551010
2239,TBSA,TB SA Acquisition Corp Class A,기타 금융업,556010
2240,TSBK,Timberland Bancorp Inc,은행,551010
2241,INSG,Inseego Corp,커뮤니케이션 및 네트워킹,571020
2242,ORIA,Orion Biotech Opportunities Corp Class A,기타 금융업,556010
2243,FICV,Frontier Investment Corp Class A,기타 금융업,556010
2244,HCIIU,Hudson Executive Investment Ii Units,기타 금융업,556010
2245,KLTR,Kaltura Inc,소프트웨어 및 IT서비스,572010
2246,HPLT,Home Plate Acquisition Corp Class A,기타 금융업,556010
2247,HEPS,D Market Elektronik Hizmetler ve Ticaret AS ADR,다양한 소매업,534020
2248,SCAQU,Stratim Cloud Acquisition Units,기타 금융업,556010
2249,SLVRU,Silverspac Units,기타 금융업,556010
2250,LSAK,Lesaka Technologies Inc,전문 및 상업 서비스,522030
2251,APTMU,Alpha Partners Technology Merger Units,기타 금융업,556010
2252,PEGRU,Project Energy Reimagined Acquisition Units,기타 금융업,556010
2253,LVLU,Lulu's Fashion Lounge Holdings Inc,다양한 소매업,534020
2254,POWRU,Powered Brands Units,기타 금융업,556010
2255,IOACU,Innovative International Acquisition Units,기타 금융업,556010
2256,FLL,Full House Resorts Inc,호텔 및 엔터테인먼트,533010
2257,HWELU,Healthwell Acquisition I Units,기타 금융업,556010
2258,NHIC,Newhold Investment II Corp Class A,기타 금융업,556010
2259,GWAC,Good Works Acquisition Corp,기타 금융업,556010
2260,IXHL,Incannex Healthcare Ltd ADR,제약,562010
2261,ARDX,Ardelyx Inc,생명과학 및 메디컬 리서치,562020
2262,OB,Outbrain Inc,소프트웨어 및 IT서비스,572010
2263,PETQ,PetIQ Inc Class A,제약,562010
2264,BWFG,Bankwell Financial Group Inc,은행,551010
2265,CLPT,Clearpoint Neuro Inc,헬스케어 장비 및 용품,561010
2266,STKS,One Group Hospitality Inc,호텔 및 엔터테인먼트,533010
2267,CBAN,Colony Bankcorp Inc,은행,551010
2268,FCNCP,First Citizens Bancshares 40 DS Rep 1 Non Cumulative Perpetual Pref Shs Series A,은행,551010
2269,WEYS,WEYCO Group Inc,섬유 및 의류,532020
2270,NVAC,Northview Acquisition Corp,기타 금융업,556010
2271,DAOOU,Crypto 1 Acquisition Units,기타 금융업,556010
2272,CTLP,Cantaloupe Inc,핀테크,573010
2273,NRACU,Noble Rock Acquisition Units,기타 금융업,556010
2274,PAQC,Provident Acquisition Corp Class A,기타 금융업,556010
2275,JYNT,Joint Corp,헬스케어 업체 및 서비스,561020
2276,BYNO,Bynordic Acquisition Corp Class A,기타 금융업,556010
2277,GACQ,Global Consumer Acquisition Corp,기타 금융업,556010
2278,SPNE,SeaSpine Holdings Corp,헬스케어 장비 및 용품,561010
2279,BOCN,Blue Ocean Acquisition Corp Class A,기타 금융업,556010
2280,CLINU,Clean Earth Acquisitions Units,기타 금융업,556010
2281,EVLO,Evelo Biosciences Inc,생명과학 및 메디컬 리서치,562020
2282,BNFT,Benefitfocus Inc,소프트웨어 및 IT서비스,572010
2283,STRS,Stratus Properties Inc,부동산 운영 관리,601010
2284,STWO,ACON S2 Acquisition Corp Class A,기타 금융업,556010
2285,APEI,American Public Education Inc,교육서비스,631010
2286,TCBIO,Texas Capital Bancshares Depositary Shares 5 75 Non Cum Pref Shs Series B,은행,551010
2287,BIOSU,BioPlus Acquisition Units,기타 금융업,556010
2288,THCPU,Thunder Bridge Capital Partners IV Units,기타 금융업,556010
2289,HFFG,Hf Foods Group Inc,식품 및 약품소매,543010
2290,CSLM,Consilium Acquisition I Ltd Corp Class A,기타 금융업,556010
2291,SWKH,SWK Holdings Corp,은행,551010
2292,CNTY,Century Casinos Inc,호텔 및 엔터테인먼트,533010
2293,AKICU,Sports Ventures Acq Units,기타 금융업,556010
2294,RDVT,Red Violet Inc,소프트웨어 및 IT서비스,572010
2295,DTRTU,DTRT Health Acquisition Units,기타 금융업,556010
2296,MCAAU,Mountain I Acquisition Units,기타 금융업,556010
2297,ADAP,Adaptimmune Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
2298,FRONU,Frontier Acquisition Units,기타 금융업,556010
2299,SRTS,Sensus Healthcare Inc,헬스케어 장비 및 용품,561010
2300,TOACU,Talon 1 Acquisition Units,기타 금융업,556010
2301,ALCO,Alico Inc,식품 및 담배,541020
2302,NWFL,Norwood Financial Corp,은행,551010
2303,ACEVU,ACE Convergence Acquisition Unit,기타 금융업,556010
2304,PDLB,Ponce Financial Group Inc,은행,551010
2305,PLAOU,Patria Latin American Opportunity Acquisition Unit,기타 금융업,556010
2306,IMAQU,International Media Acquisition Units,기타 금융업,556010
2307,USCTU,TKB Critical Technologies 1 Units,기타 금융업,556010
2308,UTAAU,Uta Acquisition Units,기타 금융업,556010
2309,WLFC,Willis Lease Finance Corp,전문 및 상업 서비스,522030
2310,JGGCU,Jaguar Global Growth I Units,기타 금융업,556010
2311,CMCAU,Capitalworks Emerging Markets Acquisition Units,기타 금융업,556010
2312,PCCTU,Perception Capital II Units,기타 금융업,556010
2313,OZKAP,Bank OZK 4 625 Non Cumulative Perpetual Pref Shs Series A,은행,551010
2314,CITEU,Cartica Acquisition Units,기타 금융업,556010
2315,SVNAU,7 Acquisition Units,기타 금융업,556010
2316,ZIMV,ZimVie Inc,헬스케어 장비 및 용품,561010
2317,GRPN,Groupon Inc,다양한 소매업,534020
2318,PBAX,Phoenix Biotech Acquisition Corp Class A,기타 금융업,556010
2319,TLGYU,TLGY Acquisition Units,기타 금융업,556010
2320,ADALU,Anthemis Digital Acquisitions I Units,기타 금융업,556010
2321,SHCAU,Spindletop Health Acquisition Units,기타 금융업,556010
2322,BPACU,Bullpen Parlay Acquisition Company Units,기타 금융업,556010
2323,PANA,Panacea Acquisition II Corp Class A,기타 금융업,556010
2324,FUND,Sprott Focus Trust Closed End Fund,다양한 금융서비스,555010
2325,AEAEU,AltEnergy Acquisition Units,기타 금융업,556010
2326,CFFS,CF Acquisition VII Corp Class A,기타 금융업,556010
2327,MAQC,Maquia Capital Acquisition Corp Class A,기타 금융업,556010
2328,GRTS,Gritstone bio Inc,제약,562010
2329,BHACU,Crixus BH3 Acquisition Company Units,기타 금융업,556010
2330,RENEU,Cartesian Growth Ii Units,기타 금융업,556010
2331,BSVN,Bank7 Corp,은행,551010
2332,PTICU,Proptech Invest II Units,기타 금융업,556010
2333,FIACU,Focus Impact Acquisition Units,기타 금융업,556010
2334,SVII,Spring Valley Acquisition Corp II Class A,기타 금융업,556010
2335,WWACU,Worldwide Webb Acquisition Units,기타 금융업,556010
2336,MPRAU,Mercato Partners Acquisition Units,기타 금융업,556010
2337,INBK,First Internet Bancorp,은행,551010
2338,YELL,Yellow Corp,화물 및 물류 서비스,524050
2339,DPCSU,DP Cap Acquisition I Units,기타 금융업,556010
2340,ARBGU,Aequi Acquisition Units,기타 금융업,556010
2341,NOACU,Natural Order Acquisition Units,기타 금융업,556010
2342,BLTSU,Bright Lights Acquisition Units,기타 금융업,556010
2343,XFINU,Excelfin Acquisition Units,기타 금융업,556010
2344,SGAM,Seaport Global Acquisition Corp Class A,기타 금융업,556010
2345,VIIAU,7GC Holdings Units,기타 금융업,556010
2346,AEACU,Authentic Equity Acquisition Units,기타 금융업,556010
2347,ITQRU,Itiquira Acquisition Units,기타 금융업,556010
2348,VMGAU,VMG Consumer Acquisition Units,기타 금융업,556010
2349,HMPT,Home Point Capital Inc,은행,551010
2350,BIOTU,Biotech Acquisition Company Units,기타 금융업,556010
2351,KAIIU,Kismet Acquisition Two Units,기타 금융업,556010
2352,IXAQU,IX Acquisition Units,기타 금융업,556010
2353,LDHAU,LDH Growth I Units,기타 금융업,556010
2354,EIGR,Eiger BioPharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2355,TMTSU,Spartacus Acq Units,기타 금융업,556010
2356,GNACU,Group Nine Acquisition Units,기타 금융업,556010
2357,SHACU,Scp Healthcare Units,기타 금융업,556010
2358,VELOU,Velocity Acquisition Units,기타 금융업,556010
2359,ZWRKU,Z Work Acquisition Units,기타 금융업,556010
2360,VLATU,Valor Latitude Acquisition Units,기타 금융업,556010
2361,YI,111 Inc ADR,소프트웨어 및 IT서비스,572010
2362,OSTRU,Oyster Enterprises Acquisition Units,기타 금융업,556010
2363,ALOR,ALSP Orchid Acquisition I Corp Class A,기타 금융업,556010
2364,SLMBP,SLM Floating Rate Non Cumulative Pref Shs Series B,은행,551010
2365,MEAC,Mercury Ecommerce Acquisition Corp Class A,기타 금융업,556010
2366,SWSS,Springwater Special Situations Corp,기타 금융업,556010
2367,IVCPU,Swiftmerge Acquisition Units,기타 금융업,556010
2368,APPH,AppHarvest Inc,식품 및 담배,541020
2369,VMCAU,Valuence Merger I Units,기타 금융업,556010
2370,PMTS,CPI Card Group Inc,은행,551010
2371,VOXX,VOXX International Corp Class A,"컴퓨터, 전화 및 가전제품",571060
2372,ANNX,Annexon Inc,제약,562010
2373,GRCL,Gracell Biotechnologies Inc ADR,생명과학 및 메디컬 리서치,562020
2374,FSBW,FS Bancorp Inc,은행,551010
2375,PFSW,PFSweb Inc,소프트웨어 및 IT서비스,572010
2376,KNDI,Kandi Technologies Group Inc,자동차 및 자동차 부품,531010
2377,RNER,Mount Rainier Acquisition Corp,기타 금융업,556010
2378,FOSL,Fossil Group Inc,섬유 및 의류,532020
2379,GRWG,GrowGeneration Corp,전문품 상점,534030
2380,EH,EHang Holdings Ltd ADR,우주항공 및 국방,521010
2381,PANL,Pangaea Logistics Solutions Ltd,화물 및 물류 서비스,524050
2382,FENC,Fennec Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2383,RGTI,Rigetti Computing Inc,반도체 및 반도체 장비,571010
2384,OXUS,Oxus Acquisition Corp Class A,기타 금융업,556010
2385,BWCAU,Blue Whale Acquisition I Units,기타 금융업,556010
2386,PVBC,Provident Bancorp Inc (Maryland),은행,551010
2387,TPBA,TPB Acquisition Corporation I Class A,기타 금융업,556010
2388,JSM,Navient 6 Prcnt Senior Notes Exp 15 Dec 2043,은행,551010
2389,CMCTP,Creative Media And Community Trust Pref Shs Series L,주택 및 상업용 리츠,601020
2390,ENVI,Environmental Impact Acquisition Corp Class A,기타 금융업,556010
2391,SHQAU,Shelter Acquisition I Units,기타 금융업,556010
2392,AFAQU,AF Acquisition Units,기타 금융업,556010
2393,SZZL,Sizzle Acquisition Corp,기타 금융업,556010
2394,ARCK,Arbor Rapha Capital Bioholdings Corp I Class A,기타 금융업,556010
2395,ATOM,Atomera Inc,반도체 및 반도체 장비,571010
2396,THACU,Thrive Acquisition Units,기타 금융업,556010
2397,MHUA,Meihua International Medical Technologies Co Ltd,헬스케어 장비 및 용품,561010
2398,SBTX,Silverback Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2399,THAC,Thrive Acquisition Corp Class A,기타 금융업,556010
2400,FRSGU,First Reserve Sustainable Growth Units,기타 금융업,556010
2401,FNVT,Finnovate Acquisition Corp Class A,기타 금융업,556010
2402,INCR,InterCure Ltd,헬스케어 업체 및 서비스,561020
2403,CENQ,Cenaq Energy Corp Class A,기타 금융업,556010
2404,SKYAU,Skydeck Acquisition Units,기타 금융업,556010
2405,APXI,APx Acquisition I Corp Class A,기타 금융업,556010
2406,LATNU,Union Acquisition Corp II Unit,기타 금융업,556010
2407,GNRS,Greenrose Acquisition Corp,기타 금융업,556010
2408,ASAX,Astrea Acquisition Corp Class A,기타 금융업,556010
2409,TWCB,Bilander Acquisition Corp Class A,기타 금융업,556010
2410,CVCY,Central Valley Community Bancorp,은행,551010
2411,ISAA,Iron Spark I Inc Class A,기타 금융업,556010
2412,AFAC,Arena Fortify Acquisition Corp Class A,기타 금융업,556010
2413,NECB,Northeast Community Bancorp Inc,은행,551010
2414,HAIAU,Healthcare AI Acquisition Units,기타 금융업,556010
2415,BRIV,B Riley Principal 250 Merger Corp Class A,기타 금융업,556010
2416,LBTYB,Liberty Global PLC Class B,통신 서비스,574010
2417,GBBK,Global Blockchain Acquisition Corp,기타 금융업,556010
2418,PGRW,Progress Acquisition Corp Class A,기타 금융업,556010
2419,OPT,Opthea Ltd ADR,생명과학 및 메디컬 리서치,562020
2420,SMMT,Summit Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2421,XPAXU,XPAC Acquisition Units,기타 금융업,556010
2422,ITAQ,Industrial Tech Acquisitions II Inc Class A,기타 금융업,556010
2423,TGAAU,Target Global Acquisition I Units,기타 금융업,556010
2424,NKSH,National Bankshares Inc,은행,551010
2425,AGIL,AgileThought Inc Class A,소프트웨어 및 IT서비스,572010
2426,OYST,Oyster Point Pharma Inc,생명과학 및 메디컬 리서치,562020
2427,KSI,Kadem Sustainable Impact Corp Class A,기타 금융업,556010
2428,BHFAM,Brighthouse Financial DS rep 1 1 000 4 625 Cum Prf Shs Series D,보험,553010
2429,PNFPP,Pinnacle Finl Partners 40 DS Rep Ord Shs Series B,은행,551010
2430,PHIC,Population Health Investment Co Inc Class A,기타 금융업,556010
2431,JOAN,Joann Inc,전문품 상점,534030
2432,LMNR,Limoneira Co,식품 및 담배,541020
2433,XERS,Xeris Biopharma Holdings Inc,생명과학 및 메디컬 리서치,562020
2434,APLD,Applied Blockchain Inc,핀테크,573010
2435,UROY,Uranium Royalty Corp,우라늄,503010
2436,FAZE,FaZe Holdings Inc,소프트웨어 및 IT서비스,572010
2437,TCFC,Community Financial Corp(Maryland),은행,551010
2438,MRNS,Marinus Pharmaceuticals Inc,제약,562010
2439,BPRN,Bank Of Princeton,은행,551010
2440,SPTK,SportsTek Acquisition Corp Class A,기타 금융업,556010
2441,PEPL,PepperLime Health Acquisition Corp Class A,기타 금융업,556010
2442,GWACU,Good Works Acquisition Corp,기타 금융업,556010
2443,SKGRU,SK Growth Opportunities Units,은행,551010
2444,CNGLU,Canna Global Acquisition Units,기타 금융업,556010
2445,ISTR,Investar Holding Corp,은행,551010
2446,FFIE,Faraday Future Intelligent Electric Inc,자동차 및 자동차 부품,531010
2447,KVHI,KVH Industries Inc,커뮤니케이션 및 네트워킹,571020
2448,THRX,Theseus Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2449,GNUS,Genius Brands International Inc,미디어 및 출판,533020
2450,FRWAU,Pwp Forward Acquisition I Units,기타 금융업,556010
2451,CVRX,CVRx Inc,헬스케어 장비 및 용품,561010
2452,AVACU,Avalon Acquisition Units,기타 금융업,556010
2453,ESSA,ESSA Bancorp Inc,은행,551010
2454,IQMDU,Intelligent Medicine Acquisition Units,기타 금융업,556010
2455,LYTS,LSI Industries Inc,주택건설,532030
2456,OMER,Omeros Corp,제약,562010
2457,CDAQU,Compass Digital Acquisition Units,기타 금융업,556010
2458,WETG,WeTrade Group Inc,소프트웨어 및 IT서비스,572010
2459,HQI,Hirequest Inc,전문 및 상업 서비스,522030
2460,VCXAU,10X Capital Venture Acquisition II Units,기타 금융업,556010
2461,GHACU,Gaming Hospitality Acquisition Units,기타 금융업,556010
2462,RGCO,RGC Resources Inc,천연가스 유틸리티,591020
2463,MNSB,MainStreet Bancshares Inc,은행,551010
2464,WAFDP,WASHINGTON FED DRC,은행,551010
2465,DLCAU,Deep Lake Capital Acquisition Units,기타 금융업,556010
2466,TTSH,Tile Shop Holdings Inc,전문품 상점,534030
2467,SVIIU,Spring Valley Acquisition Ii Units,기타 금융업,556010
2468,GACQU,Global Consumer Acquisition Units,기타 금융업,556010
2469,AACI,Armada Acquisition Corp I,기타 금융업,556010
2470,KMDA,Kamada Ltd,제약,562010
2471,ENERU,Accretion Acquisition Units,기타 금융업,556010
2472,NIU,NIU Technologies ADR,자동차 및 자동차 부품,531010
2473,SAMA,Schultze Special Purpose Acquisition Corp II Class A,기타 금융업,556010
2474,FTCI,FTC Solar Inc,"건설장비 및 대형차, 기차, 배",521020
2475,PCYO,Pure Cycle Corp,수도 유틸리티,591030
2476,VLDR,Velodyne Lidar Inc,전자 장비 및 부품,571040
2477,VXRT,Vaxart Inc,생명과학 및 메디컬 리서치,562020
2478,BWMN,Bowman Consulting Group Ltd,건설 및 엔지니어링,522010
2479,ATAKU,Aurora Technology Acquisition Units,기타 금융업,556010
2480,RCAC,Revelstone Capital Acquisition Corp Class A,기타 금융업,556010
2481,GEEXU,Games Esports Experience Acquisition Units,기타 금융업,556010
2482,GNFT,Genfit SA ADR,생명과학 및 메디컬 리서치,562020
2483,ASCB,ASPAC II Acquisition Corp,기타 금융업,556010
2484,GIWWU,Giginternational1 Units,기타 금융업,556010
2485,GVCIU,Green Visor Financial Technology Acquisition I Units,기타 금융업,556010
2486,CRECU,Crescera Capital Acquisition Units,기타 금융업,556010
2487,XAIR,Beyond Air Inc,헬스케어 장비 및 용품,561010
2488,VYGR,Voyager Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2489,AXTI,AXT Inc,반도체 및 반도체 장비,571010
2490,ASCBU,A SPAC II Acquisition Units,기타 금융업,556010
2491,CRZNU,Corazon Capital V838 Monoceros Units,기타 금융업,556010
2492,BBIG,Vinco Ventures Inc,미디어 및 출판,533020
2493,VHNAU,Vahanna Tech Edge Acquisition I Units,기타 금융업,556010
2494,GRPH,Graphite Bio Inc,생명과학 및 메디컬 리서치,562020
2495,APACU,Stonebridge Acquisition Units,기타 금융업,556010
2496,MLAIU,McLaren Technology Acquisition Units,기타 금융업,556010
2497,CHMG,Chemung Financial Corp,은행,551010
2498,ARTEU,Artemis Strategic Investment Units,기타 금융업,556010
2499,MULN,Mullen Automotive Inc,자동차 및 자동차 부품,531010
2500,PRLHU,Pearl Holdings Acquisition Units,기타 금융업,556010
2501,LCNB,LCNB Corp,은행,551010
2502,GTACU,Global Technology Acquisition I Units,기타 금융업,556010
2503,PTMN,Portman Ridge Finance Corp,다양한 금융서비스,555010
2504,MOLN,Molecular Partners AG ADR,생명과학 및 메디컬 리서치,562020
2505,BNR,Burning Rock Biotech Ltd ADR,헬스케어 업체 및 서비스,561020
2506,CVLY,Codorus Valley Bancorp Inc,은행,551010
2507,TBSAU,TB SA Acquisition Unit,기타 금융업,556010
2508,LSEA,Landsea Homes Corp,부동산 운영 관리,601010
2509,GLHAU,Glass Houses Acquisition Units,기타 금융업,556010
2510,HPLTU,Home Plate Acquisition Units,기타 금융업,556010
2511,ATLO,Ames National Corp,은행,551010
2512,ORIAU,Orion Biotech Opportunities Units,기타 금융업,556010
2513,JAQC,Jupiter Acquisition Corp,기타 금융업,556010
2514,ROSE,Rose Hill Acquisition Corp Class A,기타 금융업,556010
2515,AKLI,Akili Inc,헬스케어 장비 및 용품,561010
2516,CONN,Conn's Inc,전문품 상점,534030
2517,SMIHU,Summit Healthcare Acquisition Units,기타 금융업,556010
2518,FICVU,Frontier Investment Units,기타 금융업,556010
2519,CLOE,Clover Leaf Capital Corp Class A,기타 금융업,556010
2520,XOMA,XOMA Corp,생명과학 및 메디컬 리서치,562020
2521,AKTS,Akoustis Technologies Inc,전자 장비 및 부품,571040
2522,LMST,Limestone Bancorp Inc,은행,551010
2523,BNNR,Banner Acquisition Corp Class A,기타 금융업,556010
2524,IVA,Inventiva SA ADR,생명과학 및 메디컬 리서치,562020
2525,PLBC,Plumas Bancorp,은행,551010
2526,WNEB,Western New England Bancorp Inc,은행,551010
2527,KMPH,KemPharm Inc,생명과학 및 메디컬 리서치,562020
2528,CFFI,C&F Financial Corp,은행,551010
2529,REE,REE Automotive Ltd Class A,자동차 및 자동차 부품,531010
2530,BLNG,Belong Acquisition Corp Class A,기타 금융업,556010
2531,MHLD,Maiden Holdings Ltd,보험,553010
2532,AHPA,Avista Public Acquisition Corp II Class A,기타 금융업,556010
2533,ALPA,Alpha Healthcare Acquisition Corp III Class A,기타 금융업,556010
2534,OLIT,Omnilit Acquisition Corp Class A,기타 금융업,556010
2535,PRTK,Paratek Pharmaceuticals Inc,제약,562010
2536,ABGI,ABG Acquisition I Corp Class A,기타 금융업,556010
2537,VFF,Village Farms International Inc,식품 및 담배,541020
2538,RACB,Research Alliance II Corp Class A,기타 금융업,556010
2539,BOCNU,Blue Ocean Acquisition Units,기타 금융업,556010
2540,ARYD,ARYA Sciences Acquisition Corp IV Class A,기타 금융업,556010
2541,CSLMU,Consilium Acquisition I Units,기타 금융업,556010
2542,PRPH,Prophase Labs Inc,식품 및 담배,541020
2543,XOS,Xos Inc,자동차 및 자동차 부품,531010
2544,TROO,TROOPS Inc,은행,551010
2545,LCUT,Lifetime Brands Inc,가정용품,532040
2546,VBNK,VersaBank,은행,551010
2547,JAKK,JAKKS Pacific Inc,레저 상품,532050
2548,ARYE,ARYA Sciences Acquisition Corp V Class A,기타 금융업,556010
2549,FITBO,Fifth Third Bancorp 1000 DS Representing Preferred Series K,은행,551010
2550,OCAX,OCA Acquisition Corp Class A,기타 금융업,556010
2551,WILC,G Willi-Food International Ltd,식품 및 약품소매,543010
2552,GNRSU,Greenrose Acquisition Corp Unit,기타 금융업,556010
2553,BITF,Bitfarms Ltd,핀테크,573010
2554,RACY,Relativity Acquisition Corp Class A,기타 금융업,556010
2555,EM,Smart Share Global Ltd ADR,"컴퓨터, 전화 및 가전제품",571060
2556,TRONU,Corner Growth Acquisition 2 Units,기타 금융업,556010
2557,ARAY,Accuray Inc,헬스케어 장비 및 용품,561010
2558,IMMR,Immersion Corp,소프트웨어 및 IT서비스,572010
2559,TBNK,Territorial Bancorp Inc,은행,551010
2560,OMIC,Singular Genomics Systems Inc,생명과학 및 메디컬 리서치,562020
2561,PBAXU,Phoenix Biotech Acquisition Units,기타 금융업,556010
2562,IREN,Iris Energy Ltd,소프트웨어 및 IT서비스,572010
2563,RLMD,Relmada Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2564,EVER,EverQuote Inc Class A,소프트웨어 및 IT서비스,572010
2565,CTRN,Citi Trends Inc,전문품 상점,534030
2566,MAQCU,Maquia Capital Acquisition Units,기타 금융업,556010
2567,CCAI,Cascadia Acquisition Corp Class A,기타 금융업,556010
2568,MITA,Coliseum Acquisition Corp Class A,기타 금융업,556010
2569,WLDN,Willdan Group Inc,전문 및 상업 서비스,522030
2570,CALB,California BanCorp,은행,551010
2571,EYPT,EyePoint Pharmaceuticals Inc,제약,562010
2572,AMCI,AMCI Acquisition Corp II Class A,기타 금융업,556010
2573,CGNT,Cognyte Software Ltd,소프트웨어 및 IT서비스,572010
2574,ADTH,AdTheorent Holding Company Inc Class A,소프트웨어 및 IT서비스,572010
2575,ALORU,ALSP Orchid Acquisition I Units,기타 금융업,556010
2576,VBIV,VBI Vaccines Inc,생명과학 및 메디컬 리서치,562020
2577,LTRX,Lantronix Inc,커뮤니케이션 및 네트워킹,571020
2578,APMI,Axonprime Infrastructure Acquisition Corp Class A,기타 금융업,556010
2579,CFFSU,CF Acquisition VII Units,기타 금융업,556010
2580,JWAC,Jupiter Wellness Acquisition Corp Class A,기타 금융업,556010
2581,ALPS,Alpine Summit Energy Partners Inc Class A,기타 금융업,556010
2582,GCT,GigaCloud Technology Inc Class A,소프트웨어 및 IT서비스,572010
2583,KLXE,KLX Energy Services Holdings Inc,오일 및 가스 장비 및 서비스,501030
2584,AIP,Arteris Inc,소프트웨어 및 IT서비스,572010
2585,THTX,Theratechnologies Inc,제약,562010
2586,ASPS,Altisource Portfolio Solutions SA,부동산 운영 관리,601010
2587,TPBAU,TPB Acquisition I Units,기타 금융업,556010
2588,VCKAU,Vickers Vantage I Units,기타 금융업,556010
2589,SGII,Seaport Global Acquisition II Corp Class A,기타 금융업,556010
2590,RGF,Real Good Food Company Inc Class A,식품 및 담배,541020
2591,MEACU,Mercury Ecommerce Acquisition Units,기타 금융업,556010
2592,OPRT,Oportun Financial Corp,은행,551010
2593,AMHC,Amplitude Healthcare Acquisition Corp Class A,기타 금융업,556010
2594,MRBK,Meridian Corp,은행,551010
2595,SWSSU,Springwater Special Situations Units,기타 금융업,556010
2596,FRBK,Republic First Bancorp Inc,은행,551010
2597,TRUE,TrueCar Inc,소프트웨어 및 IT서비스,572010
2598,VOR,Vor Biopharma Inc,생명과학 및 메디컬 리서치,562020
2599,FLAC,Frazier Lifesciences Acquisition Corp Class A,기타 금융업,556010
2600,HOFT,Hooker Furnishings Corp,가정용품,532040
2601,OMEG,Omega Alpha SPAC Class A,기타 금융업,556010
2602,ENVIU,Environmental Impact Acquisition Units,기타 금융업,556010
2603,CENQU,CENAQ Energy Units,기타 금융업,556010
2604,PGRWU,Progress Acquisition Units,기타 금융업,556010
2605,TWIN,Twin Disc Inc,"건설장비 및 대형차, 기차, 배",521020
2606,ARCKU,Arbor Rapha Capital Bioholdings I Units,기타 금융업,556010
2607,TDAC,Trident Acquisitions Corp,기타 금융업,556010
2608,RVLP,RVL Pharmaceuticals PLC,제약,562010
2609,FNVTU,Finnovate Acquisition Units,기타 금융업,556010
2610,VAXX,Vaxxinity Inc Class A,생명과학 및 메디컬 리서치,562020
2611,AHPAU,Avista Public Acquisition II Units,기타 금융업,556010
2612,OABI,Avista Public Acquisition Corp II,기타 금융업,556010
2613,OXUSU,Oxus Acquisition Units,기타 금융업,556010
